Nom;Numéro;Protocole;Description
dpap;8770;TCP;Digital Photo Access Protocol (iPhoto)
dpap;8770;UDP;Digital Photo Access Protocol (iPhoto)
uec;8778;TCP;Stonebranch Universal Enterprise Controller
Unassigned;8778;UDP;Reserved
msgclnt;8786;TCP;Message Client
msgclnt;8786;UDP;Message Client
msgsrvr;8787;TCP;Message Server
msgsrvr;8787;UDP;Message Server
acd-pm;8793;TCP;Accedian Performance Measurement
acd-pm;8793;UDP;Accedian Performance Measurement
sunwebadmin;8800;TCP;Sun Web Server Admin Service
sunwebadmin;8800;UDP;Sun Web Server Admin Service
truecm;8804;TCP;truecm
truecm;8804;UDP;truecm
Unassigned;8805;TCP;Reserved
pfcp;8805;UDP;Destination Port number for PFCP
Unassigned;8808;TCP;Reserved
ssports-bcast;8808;UDP;STATSports Broadcast Service
dxspider;8873;TCP;dxspider linking protocol
dxspider;8873;UDP;dxspider linking protocol
cddbp-alt;8880;TCP;CDDBP
cddbp-alt;8880;UDP;CDDBP
galaxy4d;8881;TCP;Galaxy4D Online Game Engine
Unassigned;8881;UDP;Reserved
Unassigned;8882;UDP;Unassigned
secure-mqtt;8883;TCP;Secure MQTT
secure-mqtt;8883;UDP;Secure MQTT
ddi-tcp-1;8888;TCP;NewsEDGE server TCP (TCP 1)
ddi-udp-1;8888;UDP;NewsEDGE server UDP (UDP 1)
ddi-tcp-2;8889;TCP;Desktop Data TCP 1
ddi-udp-2;8889;UDP;NewsEDGE server broadcast
ddi-tcp-3;8890;TCP;Desktop Data TCP 2
ddi-udp-3;8890;UDP;NewsEDGE client broadcast
ddi-tcp-4;8891;TCP;Desktop Data TCP 3: NESS application
ddi-udp-4;8891;UDP;Desktop Data UDP 3: NESS application
ddi-tcp-5;8892;TCP;Desktop Data TCP 4: FARM product
ddi-udp-5;8892;UDP;Desktop Data UDP 4: FARM product
ddi-tcp-6;8893;TCP;Desktop Data TCP 5: NewsEDGE/Web application
ddi-udp-6;8893;UDP;Desktop Data UDP 5: NewsEDGE/Web application
ddi-tcp-7;8894;TCP;Desktop Data TCP 6: COAL application
ddi-udp-7;8894;UDP;Desktop Data UDP 6: COAL application
ospf-lite;8899;TCP;ospf-lite
ospf-lite;8899;UDP;ospf-lite
jmb-cds1;8900;TCP;JMB-CDS 1
jmb-cds1;8900;UDP;JMB-CDS 1
jmb-cds2;8901;TCP;JMB-CDS 2
jmb-cds2;8901;UDP;JMB-CDS 2
manyone-http;8910;TCP;manyone-http
manyone-http;8910;UDP;manyone-http
manyone-xml;8911;TCP;manyone-xml
manyone-xml;8911;UDP;manyone-xml
wcbackup;8912;TCP;Windows Client Backup
wcbackup;8912;UDP;Windows Client Backup
dragonfly;8913;TCP;Dragonfly System Service
dragonfly;8913;UDP;Dragonfly System Service
twds;8937;TCP;Transaction Warehouse Data Service
Unassigned;8937;UDP;Reserved
ub-dns-control;8953;TCP;unbound dns nameserver control
Unassigned;8953;UDP;Reserved
cumulus-admin;8954;TCP;Cumulus Admin Port
cumulus-admin;8954;UDP;Cumulus Admin Port
nod-provider;8980;TCP;Network of Devices Provider
nod-provider;8980;UDP;Network of Devices Provider
Unassigned;8981;TCP;Reserved
nod-client;8981;UDP;Network of Devices Client
sunwebadmins;8989;TCP;Sun Web Server SSL Admin Service
sunwebadmins;8989;UDP;Sun Web Server SSL Admin Service
http-wmap;8990;TCP;webmail HTTP service
http-wmap;8990;UDP;webmail HTTP service
https-wmap;8991;TCP;webmail HTTPS service
https-wmap;8991;UDP;webmail HTTPS service
oracle-ms-ens;8997;TCP;Oracle Messaging Server Event Notification Service
Unassigned;8997;UDP;Reserved
canto-roboflow;8998;TCP;Canto RoboFlow Control
Unassigned;8998;UDP;Reserved
bctp;8999;TCP;Brodos Crypto Trade Protocol
bctp;8999;UDP;Brodos Crypto Trade Protocol
cslistener;9000;TCP;CSlistener
cslistener;9000;UDP;CSlistener
etlservicemgr;9001;TCP;ETL Service Manager
etlservicemgr;9001;UDP;ETL Service Manager
dynamid;9002;TCP;DynamID authentication
dynamid;9002;UDP;DynamID authentication
golem;9005;TCP;Golem Inter-System RPC
Unassigned;9005;UDP;Reserved
Unassigned;9006;UDP;De-Commissioned Port
Unassigned;9007;TCP;Reserved
ogs-client;9007;UDP;Open Grid Services Client
ogs-server;9008;TCP;Open Grid Services Server
Unassigned;9008;UDP;Reserved
pichat;9009;TCP;Pichat Server
pichat;9009;UDP;Pichat Server
sdr;9010;TCP;Secure Data Replicator Protocol
Unassigned;9010;UDP;Reserved
tambora;9020;TCP;TAMBORA
tambora;9020;UDP;TAMBORA
panagolin-ident;9021;TCP;Pangolin Identification
panagolin-ident;9021;UDP;Pangolin Identification
paragent;9022;TCP;PrivateArk Remote Agent
paragent;9022;UDP;PrivateArk Remote Agent
swa-1;9023;TCP;Secure Web Access - 1
swa-1;9023;UDP;Secure Web Access - 1
swa-2;9024;TCP;Secure Web Access - 2
swa-2;9024;UDP;Secure Web Access - 2
swa-3;9025;TCP;Secure Web Access - 3
swa-3;9025;UDP;Secure Web Access - 3
swa-4;9026;TCP;Secure Web Access - 4
swa-4;9026;UDP;Secure Web Access - 4
versiera;9050;TCP;Versiera Agent Listener
Unassigned;9050;UDP;Reserved
fio-cmgmt;9051;TCP;Fusion-io Central Manager Service
Unassigned;9051;UDP;Reserved
CardWeb-IO;9060;TCP;CardWeb request-response I/O exchange
CardWeb-RT;9060;UDP;CardWeb realtime device data
glrpc;9080;TCP;Groove GLRPC
glrpc;9080;UDP;Groove GLRPC
Unassigned;9081;TCP;Reserved
cisco-aqos;9081;UDP;Required for Adaptive Quality of Service
lcs-ap;9082;UDP;LCS Application Protocol
emc-pp-mgmtsvc;9083;TCP;EMC PowerPath Mgmt Service
Unassigned;9083;UDP;Reserved
aurora;9084;UDP;IBM AURORA Performance Visualizer
aurora;9084;TCP;IBM AURORA Performance Visualizer
aurora;9084;UDP;IBM AURORA Performance Visualizer
ibm-rsyscon;9085;TCP;IBM Remote System Console
ibm-rsyscon;9085;UDP;IBM Remote System Console
net2display;9086;TCP;Vesa Net2Display
net2display;9086;UDP;Vesa Net2Display
classic;9087;TCP;Classic Data Server
classic;9087;UDP;Classic Data Server
sqlexec;9088;TCP;IBM Informix SQL Interface
sqlexec;9088;UDP;IBM Informix SQL Interface
sqlexec-ssl;9089;TCP;IBM Informix SQL Interface - Encrypted
sqlexec-ssl;9089;UDP;IBM Informix SQL Interface - Encrypted
websm;9090;TCP;WebSM
websm;9090;UDP;WebSM
xmltec-xmlmail;9091;TCP;xmltec-xmlmail
xmltec-xmlmail;9091;UDP;xmltec-xmlmail
XmlIpcRegSvc;9092;TCP;Xml-Ipc Server Reg
XmlIpcRegSvc;9092;UDP;Xml-Ipc Server Reg
copycat;9093;TCP;Copycat database replication service
Unassigned;9093;UDP;Reserved
hp-pdl-datastr;9100;TCP;PDL Data Streaming Port
pdl-datastream;9100;TCP;Printer PDL Data Stream
hp-pdl-datastr;9100;UDP;PDL Data Streaming Port
pdl-datastream;9100;UDP;Printer PDL Data Stream
bacula-dir;9101;TCP;Bacula Director
bacula-dir;9101;UDP;Bacula Director
bacula-fd;9102;TCP;Bacula File Daemon
bacula-fd;9102;UDP;Bacula File Daemon
bacula-sd;9103;TCP;Bacula Storage Daemon
bacula-sd;9103;UDP;Bacula Storage Daemon
peerwire;9104;TCP;PeerWire
peerwire;9104;UDP;PeerWire
xadmin;9105;TCP;Xadmin Control Service
xadmin;9105;UDP;Xadmin Control Service
astergate;9106;TCP;Astergate Control Service
astergate-disc;9106;UDP;Astergate Discovery Service
astergatefax;9107;TCP;AstergateFax Control Service
Unassigned;9107;UDP;Reserved
mxit;9119;TCP;MXit Instant Messaging
mxit;9119;UDP;MXit Instant Messaging
grcmp;9122;TCP;Global Relay compliant mobile instant messaging protocol
Unassigned;9122;UDP;Reserved
grcp;9123;TCP;Global Relay compliant instant messaging protocol
Unassigned;9123;UDP;Reserved
dddp;9131;TCP;Dynamic Device Discovery
dddp;9131;UDP;Dynamic Device Discovery
apani1;9160;TCP;apani1
apani1;9160;UDP;apani1
apani2;9161;TCP;apani2
apani2;9161;UDP;apani2
apani3;9162;TCP;apani3
apani3;9162;UDP;apani3
apani4;9163;TCP;apani4
apani4;9163;UDP;apani4
apani5;9164;TCP;apani5
apani5;9164;UDP;apani5
sun-as-jpda;9191;TCP;Sun AppSvr JPDA
sun-as-jpda;9191;UDP;Sun AppSvr JPDA
wap-wsp;9200;TCP;WAP connectionless session service
wap-wsp;9200;UDP;WAP connectionless session service
wap-wsp-wtp;9201;TCP;WAP session service
wap-wsp-wtp;9201;UDP;WAP session service
wap-wsp-s;9202;TCP;WAP secure connectionless session service
wap-wsp-s;9202;UDP;WAP secure connectionless session service
wap-wsp-wtp-s;9203;TCP;WAP secure session service
wap-wsp-wtp-s;9203;UDP;WAP secure session service
wap-vcard;9204;TCP;WAP vCard
wap-vcard;9204;UDP;WAP vCard
wap-vcal;9205;TCP;WAP vCal
wap-vcal;9205;UDP;WAP vCal
wap-vcard-s;9206;TCP;WAP vCard Secure
wap-vcard-s;9206;UDP;WAP vCard Secure
wap-vcal-s;9207;TCP;WAP vCal Secure
wap-vcal-s;9207;UDP;WAP vCal Secure
rjcdb-vcards;9208;TCP;rjcdb vCard
rjcdb-vcards;9208;UDP;rjcdb vCard
almobile-system;9209;TCP;ALMobile System Service
almobile-system;9209;UDP;ALMobile System Service
oma-mlp;9210;TCP;OMA Mobile Location Protocol
oma-mlp;9210;UDP;OMA Mobile Location Protocol
oma-mlp-s;9211;TCP;OMA Mobile Location Protocol Secure
oma-mlp-s;9211;UDP;OMA Mobile Location Protocol Secure
serverviewdbms;9212;TCP;Server View dbms access
serverviewdbms;9212;UDP;Server View dbms access
serverstart;9213;TCP;ServerStart RemoteControl
serverstart;9213;UDP;ServerStart RemoteControl
ipdcesgbs;9214;TCP;IPDC ESG BootstrapService
ipdcesgbs;9214;UDP;IPDC ESG BootstrapService
insis;9215;TCP;Integrated Setup and Install Service
insis;9215;UDP;Integrated Setup and Install Service
acme;9216;TCP;Aionex Communication Management Engine
acme;9216;UDP;Aionex Communication Management Engine
fsc-port;9217;TCP;FSC Communication Port
fsc-port;9217;UDP;FSC Communication Port
teamcoherence;9222;TCP;QSC Team Coherence
teamcoherence;9222;UDP;QSC Team Coherence
mon;9255;TCP;Manager On Network
mon;9255;UDP;Manager On Network
Unassigned;9277;TCP;Reserved
traingpsdata;9277;UDP;GPS Data transmitted from train to ground network
pegasus;9278;TCP;Pegasus GPS Platform
pegasus;9278;UDP;Pegasus GPS Platform
pegasus-ctl;9279;TCP;Pegaus GPS System Control Interface
pegasus-ctl;9279;UDP;Pegaus GPS System Control Interface
pgps;9280;TCP;Predicted GPS
pgps;9280;UDP;Predicted GPS
swtp-port1;9281;TCP;SofaWare transport port 1
swtp-port1;9281;UDP;SofaWare transport port 1
swtp-port2;9282;TCP;SofaWare transport port 2
swtp-port2;9282;UDP;SofaWare transport port 2
callwaveiam;9283;TCP;CallWaveIAM
callwaveiam;9283;UDP;CallWaveIAM
visd;9284;TCP;VERITAS Information Serve
visd;9284;UDP;VERITAS Information Serve
n2h2server;9285;TCP;N2H2 Filter Service Port
n2h2server;9285;UDP;N2H2 Filter Service Port
Unassigned;9286;TCP;Reserved
n2receive;9286;UDP;n2 monitoring receiver
cumulus;9287;TCP;Cumulus
cumulus;9287;UDP;Cumulus
armtechdaemon;9292;TCP;ArmTech Daemon
armtechdaemon;9292;UDP;ArmTech Daemon
storview;9293;TCP;StorView Client
storview;9293;UDP;StorView Client
armcenterhttp;9294;TCP;ARMCenter http Service
armcenterhttp;9294;UDP;ARMCenter http Service
armcenterhttps;9295;TCP;ARMCenter https Service
armcenterhttps;9295;UDP;ARMCenter https Service
vrace;9300;TCP;Virtual Racing Service
vrace;9300;UDP;Virtual Racing Service
sphinxql;9306;TCP;Sphinx search server (MySQL listener)
Unassigned;9306;UDP;Reserved
sphinxapi;9312;TCP;Sphinx search server
Unassigned;9312;UDP;Reserved
secure-ts;9318;TCP;PKIX TimeStamp over TLS
secure-ts;9318;UDP;PKIX TimeStamp over TLS
guibase;9321;TCP;guibase
guibase;9321;UDP;guibase
mpidcmgr;9343;TCP;MpIdcMgr
mpidcmgr;9343;UDP;MpIdcMgr
mphlpdmc;9344;TCP;Mphlpdmc
mphlpdmc;9344;UDP;Mphlpdmc
rancher;9345;TCP;Rancher Agent
Unassigned;9345;UDP;Reserved
ctechlicensing;9346;TCP;C Tech Licensing
ctechlicensing;9346;UDP;C Tech Licensing
fjdmimgr;9374;TCP;fjdmimgr
fjdmimgr;9374;UDP;fjdmimgr
boxp;9380;TCP;Brivs! Open Extensible Protocol
boxp;9380;UDP;Brivs! Open Extensible Protocol
d2dconfig;9387;TCP;D2D Configuration Service
Unassigned;9387;UDP;Reserved
d2ddatatrans;9388;TCP;D2D Data Transfer Service
Unassigned;9388;UDP;Reserved
adws;9389;TCP;Active Directory Web Services
Unassigned;9389;UDP;Reserved
otp;9390;TCP;OpenVAS Transfer Protocol
Unassigned;9390;UDP;Reserved
fjinvmgr;9396;TCP;fjinvmgr
fjinvmgr;9396;UDP;fjinvmgr
mpidcagt;9397;TCP;MpIdcAgt
mpidcagt;9397;UDP;MpIdcAgt
sec-t4net-srv;9400;TCP;Samsung Twain for Network Server
sec-t4net-srv;9400;UDP;Samsung Twain for Network Server
sec-t4net-clt;9401;TCP;Samsung Twain for Network Client
sec-t4net-clt;9401;UDP;Samsung Twain for Network Client
sec-pc2fax-srv;9402;TCP;Samsung PC2FAX for Network Server
sec-pc2fax-srv;9402;UDP;Samsung PC2FAX for Network Server
git;9418;TCP;git pack transfer service
git;9418;UDP;git pack transfer service
tungsten-https;9443;TCP;WSO2 Tungsten HTTPS
tungsten-https;9443;UDP;WSO2 Tungsten HTTPS
wso2esb-console;9444;TCP;WSO2 ESB Administration Console HTTPS
wso2esb-console;9444;UDP;WSO2 ESB Administration Console HTTPS
mindarray-ca;9445;TCP;MindArray Systems Console Agent
Unassigned;9445;UDP;Reserved
sntlkeyssrvr;9450;TCP;Sentinel Keys Server
sntlkeyssrvr;9450;UDP;Sentinel Keys Server
ismserver;9500;TCP;ismserver
ismserver;9500;UDP;ismserver
Unassigned;9522;TCP;Reserved
sma-spw;9522;UDP;SMA Speedwire
mngsuite;9535;TCP;Management Suite Remote Control
mngsuite;9535;UDP;Management Suite Remote Control
laes-bf;9536;TCP;Surveillance buffering function
laes-bf;9536;UDP;Surveillance buffering function
trispen-sra;9555;TCP;Trispen Secure Remote Access
trispen-sra;9555;UDP;Trispen Secure Remote Access
ldgateway;9592;TCP;LANDesk Gateway
ldgateway;9592;UDP;LANDesk Gateway
cba8;9593;TCP;LANDesk Management Agent (cba8)
cba8;9593;UDP;LANDesk Management Agent (cba8)
msgsys;9594;TCP;Message System
msgsys;9594;UDP;Message System
pds;9595;TCP;Ping Discovery Service
pds;9595;UDP;Ping Discovery Service
mercury-disc;9596;TCP;Mercury Discovery
mercury-disc;9596;UDP;Mercury Discovery
pd-admin;9597;TCP;PD Administration
pd-admin;9597;UDP;PD Administration
vscp;9598;TCP;Very Simple Ctrl Protocol
vscp;9598;UDP;Very Simple Ctrl Protocol
robix;9599;TCP;Robix
robix;9599;UDP;Robix
micromuse-ncpw;9600;TCP;MICROMUSE-NCPW
micromuse-ncpw;9600;UDP;MICROMUSE-NCPW
streamcomm-ds;9612;TCP;StreamComm User Directory
streamcomm-ds;9612;UDP;StreamComm User Directory
Unassigned;9613;UDP;Unassigned
iadt-tls;9614;TCP;iADT Protocol over TLS
Unassigned;9614;UDP;Reserved
Unassigned;9615;UDP;Unassigned
erunbook-agent;9616;TCP;eRunbook Agent
erunbook_agent;9616;TCP;eRunbook Agent
Unassigned;9616;UDP;Reserved
erunbook-server;9617;TCP;eRunbook Server
erunbook_server;9617;TCP;eRunbook Server
Unassigned;9617;UDP;Reserved
condor;9618;TCP;Condor Collector Service
condor;9618;UDP;Condor Collector Service
odbcpathway;9628;TCP;ODBC Pathway Service
odbcpathway;9628;UDP;ODBC Pathway Service
uniport;9629;TCP;UniPort SSO Controller
uniport;9629;UDP;UniPort SSO Controller
peoctlr;9630;TCP;Peovica Controller
Unassigned;9630;UDP;Reserved
peocoll;9631;TCP;Peovica Collector
Unassigned;9631;UDP;Reserved
Unassigned;9632;TCP;Reserved
mc-comm;9632;UDP;Mobile-C Communications
pqsflows;9640;TCP;ProQueSys Flows Service
Unassigned;9640;UDP;Reserved
zoomcp;9666;TCP;Zoom Control Panel Game Server Management
Unassigned;9666;UDP;Reserved
xmms2;9667;TCP;Cross-platform Music Multiplexing System
xmms2;9667;UDP;Cross-platform Music Multiplexing System
tec5-sdctp;9668;TCP;tec5 Spectral Device Control Protocol
tec5-sdctp;9668;UDP;tec5 Spectral Device Control Protocol
client-wakeup;9694;TCP;T-Mobile Client Wakeup Message
client-wakeup;9694;UDP;T-Mobile Client Wakeup Message
ccnx;9695;TCP;Content Centric Networking
ccnx;9695;UDP;Content Centric Networking
board-roar;9700;TCP;Board M.I.T. Service
board-roar;9700;UDP;Board M.I.T. Service
l5nas-parchan;9747;TCP;L5NAS Parallel Channel
l5nas-parchan;9747;UDP;L5NAS Parallel Channel
board-voip;9750;TCP;Board M.I.T. Synchronous Collaboration
board-voip;9750;UDP;Board M.I.T. Synchronous Collaboration
rasadv;9753;TCP;rasadv
rasadv;9753;UDP;rasadv
tungsten-http;9762;TCP;WSO2 Tungsten HTTP
tungsten-http;9762;UDP;WSO2 Tungsten HTTP
davsrc;9800;TCP;WebDav Source Port
davsrc;9800;UDP;WebDav Source Port
sstp-2;9801;TCP;Sakura Script Transfer Protocol-2
sstp-2;9801;UDP;Sakura Script Transfer Protocol-2
davsrcs;9802;TCP;WebDAV Source TLS/SSL
davsrcs;9802;UDP;WebDAV Source TLS/SSL
sapv1;9875;TCP;Session Announcement v1
sapv1;9875;UDP;Session Announcement v1
sd;9876;TCP;Session Director
Unassigned;9877;UDP;Unassigned
Unassigned;9878;TCP;Reserved
kca-service;9878;UDP;The KX509 Kerberized Certificate Issuance Protocol in Use in 2012
cyborg-systems;9888;TCP;CYBORG Systems
cyborg-systems;9888;UDP;CYBORG Systems
gt-proxy;9889;TCP;Port for Cable network related data proxy or repeater
gt-proxy;9889;UDP;Port for Cable network related data proxy or repeater
monkeycom;9898;TCP;MonkeyCom
monkeycom;9898;UDP;MonkeyCom
Unassigned;9899;TCP;Reserved
sctp-tunneling;9899;UDP;SCTP TUNNELING
iua;9900;UDP;IUA
iua;9900;TCP;IUA
iua;9900;UDP;IUA
enrp-sctp;9901;UDP;enrp server channel
enrp;9901;UDP;enrp server channel
enrp-sctp-tls;9902;UDP;enrp/tls server channel
Unassigned;9903;TCP;Reserved
multicast-ping;9903;UDP;Multicast Ping Protocol
domaintime;9909;TCP;domaintime
domaintime;9909;UDP;domaintime
Unassigned;9910;UDP;Unassigned
sype-transport;9911;TCP;SYPECom Transport Protocol
sype-transport;9911;UDP;SYPECom Transport Protocol
xybrid-cloud;9925;TCP;XYBRID Cloud
Unassigned;9925;UDP;Reserved
apc-9950;9950;TCP;APC 9950
apc-9950;9950;UDP;APC 9950
apc-9951;9951;TCP;APC 9951
apc-9951;9951;UDP;APC 9951
apc-9952;9952;TCP;APC 9952
apc-9952;9952;UDP;APC 9952
acis;9953;TCP;9953
acis;9953;UDP;9953
hinp;9954;TCP;HaloteC Instrument Network Protocol
Unassigned;9954;UDP;Reserved
alljoyn-stm;9955;TCP;Contact Port for AllJoyn standard messaging
alljoyn-mcm;9955;UDP;Contact Port for AllJoyn multiplexed constrained messaging
Unassigned;9956;TCP;Reserved
alljoyn;9956;UDP;Alljoyn Name Service
odnsp;9966;TCP;OKI Data Network Setting Protocol
odnsp;9966;UDP;OKI Data Network Setting Protocol
xybrid-rt;9978;TCP;XYBRID RT Server
Unassigned;9978;UDP;Reserved
visweather;9979;TCP;Valley Information Systems Weather station data
Unassigned;9979;UDP;Reserved
Unassigned;9980;UDP;Unassigned
pumpkindb;9981;TCP;Event sourcing database engine with a built-in programming language
Unassigned;9981;UDP;Reserved
dsm-scm-target;9987;TCP;DSM/SCM Target Interface
dsm-scm-target;9987;UDP;DSM/SCM Target Interface
nsesrvr;9988;TCP;Software Essentials Secure HTTP server
Unassigned;9988;UDP;Reserved
osm-appsrvr;9990;TCP;OSM Applet Server
osm-appsrvr;9990;UDP;OSM Applet Server
osm-oev;9991;TCP;OSM Event Server
osm-oev;9991;UDP;OSM Event Server
palace-1;9992;TCP;OnLive-1
palace-1;9992;UDP;OnLive-1
palace-2;9993;TCP;OnLive-2
palace-2;9993;UDP;OnLive-2
palace-3;9994;TCP;OnLive-3
palace-3;9994;UDP;OnLive-3
palace-4;9995;TCP;Palace-4
palace-4;9995;UDP;Palace-4
palace-5;9996;TCP;Palace-5
palace-5;9996;UDP;Palace-5
palace-6;9997;TCP;Palace-6
palace-6;9997;UDP;Palace-6
distinct32;9998;TCP;Distinct32
distinct32;9998;UDP;Distinct32
distinct;9999;TCP;distinct
distinct;9999;UDP;distinct
ndmp;10000;TCP;Network Data Management Protocol
ndmp;10000;UDP;Network Data Management Protocol
scp-config;10001;TCP;SCP Configuration
scp-config;10001;UDP;SCP Configuration
documentum;10002;TCP;EMC-Documentum Content Server Product
documentum;10002;UDP;EMC-Documentum Content Server Product
documentum-s;10003;TCP;EMC-Documentum Content Server Product
documentum_s;10003;TCP;EMC-Documentum Content Server Product
documentum-s;10003;UDP;EMC-Documentum Content Server Product
documentum_s;10003;UDP;EMC-Documentum Content Server Product
emcrmirccd;10004;TCP;EMC Replication Manager Client
Unassigned;10004;UDP;Reserved
emcrmird;10005;TCP;EMC Replication Manager Server
Unassigned;10005;UDP;Reserved
netapp-sync;10006;TCP;Sync replication protocol among different NetApp platforms
Unassigned;10006;UDP;Reserved
mvs-capacity;10007;TCP;MVS Capacity
mvs-capacity;10007;UDP;MVS Capacity
octopus;10008;TCP;Octopus Multiplexer
octopus;10008;UDP;Octopus Multiplexer
swdtp-sv;10009;TCP;Systemwalker Desktop Patrol
swdtp-sv;10009;UDP;Systemwalker Desktop Patrol
rxapi;10010;TCP;ooRexx rxapi services
Unassigned;10010;UDP;Reserved
abb-hw;10020;TCP;Hardware configuration and maintenance
Unassigned;10020;UDP;Reserved
Unassigned;10023;TCP;Reserved
cefd-vmp;10023;UDP;Comtech EF-Data's Vipersat Management Protocol
zabbix-agent;10050;TCP;Zabbix Agent
zabbix-agent;10050;UDP;Zabbix Agent
zabbix-trapper;10051;TCP;Zabbix Trapper
zabbix-trapper;10051;UDP;Zabbix Trapper
qptlmd;10055;TCP;Quantapoint FLEXlm Licensing Service
Unassigned;10055;UDP;Reserved
amanda;10080;TCP;Amanda
amanda;10080;UDP;Amanda
famdc;10081;TCP;FAM Archive Server
famdc;10081;UDP;FAM Archive Server
itap-ddtp;10100;TCP;VERITAS ITAP DDTP
itap-ddtp;10100;UDP;VERITAS ITAP DDTP
ezmeeting-2;10101;TCP;eZmeeting
ezmeeting-2;10101;UDP;eZmeeting
ezproxy-2;10102;TCP;eZproxy
ezproxy-2;10102;UDP;eZproxy
ezrelay;10103;TCP;eZrelay
ezrelay;10103;UDP;eZrelay
swdtp;10104;TCP;Systemwalker Desktop Patrol
swdtp;10104;UDP;Systemwalker Desktop Patrol
bctp-server;10107;TCP;VERITAS BCTP, server
bctp-server;10107;UDP;VERITAS BCTP, server
nmea-0183;10110;TCP;NMEA-0183 Navigational Data
nmea-0183;10110;UDP;NMEA-0183 Navigational Data
Unassigned;10111;TCP;Reserved
nmea-onenet;10111;UDP;NMEA OneNet multicast messaging
Unassigned;10112;UDP;Unassigned
netiq-endpoint;10113;TCP;NetIQ Endpoint
netiq-endpoint;10113;UDP;NetIQ Endpoint
netiq-qcheck;10114;TCP;NetIQ Qcheck
netiq-qcheck;10114;UDP;NetIQ Qcheck
netiq-endpt;10115;TCP;NetIQ Endpoint
netiq-endpt;10115;UDP;NetIQ Endpoint
netiq-voipa;10116;TCP;NetIQ VoIP Assessor
netiq-voipa;10116;UDP;NetIQ VoIP Assessor
iqrm;10117;TCP;NetIQ IQCResource Managament Svc
iqrm;10117;UDP;NetIQ IQCResource Managament Svc
cimple;10125;TCP;HotLink CIMple REST API
Unassigned;10125;UDP;Reserved
bmc-perf-sd;10128;TCP;BMC-PERFORM-SERVICE DAEMON
bmc-perf-sd;10128;UDP;BMC-PERFORM-SERVICE DAEMON
bmc-gms;10129;TCP;BMC General Manager Server
Unassigned;10129;UDP;Reserved
qb-db-server;10160;TCP;QB Database Server
qb-db-server;10160;UDP;QB Database Server
snmptls;10161;TCP;SNMP-TLS
snmpdtls;10161;UDP;SNMP-DTLS
snmptls-trap;10162;TCP;SNMP-Trap-TLS
snmpdtls-trap;10162;UDP;SNMP-Trap-DTLS
trisoap;10200;TCP;Trigence AE Soap Service
trisoap;10200;UDP;Trigence AE Soap Service
rsms;10201;TCP;Remote Server Management Service
rscs;10201;UDP;Remote Server Control and Test Service
apollo-relay;10252;TCP;Apollo Relay Port
apollo-relay;10252;UDP;Apollo Relay Port
Unassigned;10253;TCP;Reserved
eapol-relay;10253;UDP;Relay of EAPOL frames
axis-wimp-port;10260;TCP;Axis WIMP Port
axis-wimp-port;10260;UDP;Axis WIMP Port
tile-ml;10261;TCP;Tile remote machine learning
Unassigned;10261;UDP;Reserved
blocks;10288;TCP;Blocks
blocks;10288;UDP;Blocks
cosir;10321;TCP;Computer Op System Information Report
Unassigned;10321;UDP;Reserved
Unassigned;10439;TCP;Reserved
bngsync;10439;UDP;BalanceNG session table synchronization protocol
Unassigned;10500;TCP;Reserved
hip-nat-t;10500;UDP;HIP NAT-Traversal
MOS-lower;10540;TCP;MOS Media Object Metadata Port
MOS-lower;10540;UDP;MOS Media Object Metadata Port
MOS-upper;10541;TCP;MOS Running Order Port
MOS-upper;10541;UDP;MOS Running Order Port
MOS-aux;10542;TCP;MOS Low Priority Port
MOS-aux;10542;UDP;MOS Low Priority Port
MOS-soap;10543;TCP;MOS SOAP Default Port
MOS-soap;10543;UDP;MOS SOAP Default Port
MOS-soap-opt;10544;TCP;MOS SOAP Optional Port
MOS-soap-opt;10544;UDP;MOS SOAP Optional Port
serverdocs;10548;TCP;Apple Document Sharing Service
Unassigned;10548;UDP;Reserved
printopia;10631;TCP;Printopia Serve
Unassigned;10631;UDP;Reserved
gap;10800;TCP;Gestor de Acaparamiento para Pocket PCs
gap;10800;UDP;Gestor de Acaparamiento para Pocket PCs
lpdg;10805;TCP;LUCIA Pareja Data Group
lpdg;10805;UDP;LUCIA Pareja Data Group
nbd;10809;TCP;Linux Network Block Device
Unassigned;10809;UDP;Reserved
Unassigned;10810;TCP;Reserved
nmc-disc;10810;UDP;Nuance Mobile Care Discovery
helix;10860;TCP;Helix Client/Server
helix;10860;UDP;Helix Client/Server
bveapi;10880;TCP;BVEssentials HTTP API
bveapi;10880;UDP;BVEssentials HTTP API
octopustentacle;10933;TCP;Listen port used by the Octopus Deploy Tentacle deployment agent
Unassigned;10933;UDP;Reserved
rmiaux;10990;TCP;Auxiliary RMI Port
rmiaux;10990;UDP;Auxiliary RMI Port
irisa;11000;TCP;IRISA
irisa;11000;UDP;IRISA
metasys;11001;TCP;Metasys
metasys;11001;UDP;Metasys
weave;11095;TCP;Nest device-to-device and device-to-service application protocol
weave;11095;UDP;Nest device-to-device and device-to-service application protocol
origo-sync;11103;TCP;OrigoDB Server Sync Interface
Unassigned;11103;UDP;Reserved
netapp-icmgmt;11104;TCP;NetApp Intercluster Management
Unassigned;11104;UDP;Reserved
netapp-icdata;11105;TCP;NetApp Intercluster Data
Unassigned;11105;UDP;Reserved
sgi-lk;11106;TCP;SGI LK Licensing service
